"latlon",name
55.88080237.494853,"Фонтан Бусиново"
55.88081237.475363,"Птички Этого Леса"
55.88090837.516283,Бабочка
55.88100137.599285,Мультифутбол
55.88100537.418582,"Apteka Bus Station"
55.88103437.584618,Бабочка
55.88134237.455909,"Памятник Ленину"
55.88139337.639553,"Children's Library #113"
55.88143537.490614,Горка
55.88168637.429571,"горка на Панфилова"
55.88172937.670492,"Бабушкинский Район"
55.88178637.700355,"Санаторий Светлана "
55.88186837.567816,"Beskudnikovo Railway Station"
55.88187337.660547,Голуби
55.88205337.54569,"Вечная Память"
55.88212637.660813,"Граффити Мишка "
55.88243837.564659,Гранат
55.8824737.714553,"ЖД переход"
55.882537.444472,"Стела Химки"
55.88256737.526564,"Спорт Граффити"
55.88256937.544402,"Чернышев Евгений Николаевич"
55.88280237.471627,"Табличка Окружающей СрЕды"
55.88324337.498593,Храм
55.88338637.643808,"Memorial of fallen World War II heroes"
55.8835837.675375,"Рябина Красная"
55.88384937.563115,"Кутузов И Барклай"
55.88395237.691542,"Вертушка "
55.8839937.587878,"Altyfjevo China Graffiti"
55.88422437.424564,"The Train"
55.8842637.412905,"Космонавт Антон"
55.88428537.601714,"Метро "Бибирево""
55.88430337.641195,Пеко
55.88430637.419349,"Самолет 13 лицея."
55.88444937.597289,"Нежданая Радость"
55.88445637.704516,Лось
55.88459637.642993,"Церковь Николая угодника"
55.88462837.605869,"Район Бибирево"
55.88473637.535531,"Баба Яга"
55.88474137.754768,"Почтовое Отделение"
55.88479537.491059,Горка
55.88489937.756536,"Физкультурный Центр"
55.88501437.52264,"Как Обезьянки И Прыгают И Скачут"
55.88518437.606992,"Graffitti on the Wall"
55.8852437.569352,Графити
55.88524337.673053,"Мохнатый столб"
55.88527737.418755,"Пруд Барашки"
55.88550337.664114,"Дама с масками"
55.88562837.521762,"Высокий Символ"
55.8856837.452812,"Khimki Stadium"
55.88593437.492158,"Детская Площадка"
55.88601737.44168,"Tree Log Entrance"
55.8862337.462194,Руины
55.88661837.599215,"Храм Собора Московских Святых"
55.88691137.601089,Мельница
55.88697437.422028,"Сердце С Голубями"
55.88700937.673193,"Техно Столб"
55.88745337.517317,1812
55.88747637.660501,"Часовня иконы Божией Матери"
55.8875337.467959,"Платформа Левобережная"
55.88781737.669263,"Почта (Ул. Широкая 19)"
55.8878537.661537,"Станция Метро Медведково Северная"
55.8879737.634992,"Antique Statues"
55.88817937.660689,Библиотека
55.88834437.670242,"Den' rozdenia"
55.88854137.691798,Avrora
55.88869937.69838,"Храм В Честь Иверской Иконы"
55.88878837.614903,Rob
55.8887937.429875,"The Space Bridge"
55.88895837.588901,Фонтан
55.88906637.533882,"Вход в Парк"
55.88929237.581835,"Стена с Паровозом"
55.8894337.733866,"Церковь Евангельских Христиан-бабтисиов"
55.88947637.592224,Царевна-лягушка
55.8894837.656481,"Белый Мишка"
55.88948537.539083,"ТЦ Зиг-заг"
55.8895237.4458,"Фонтан Фата"
55.88955337.444412,"Prolitarin Leader"
55.88975737.443107,"Детский Дворец"
55.88981837.530469,"Ресторан Купец"
55.88993937.725906,"Платформа Перловская"
55.88994737.613012,Graffiti
55.88996737.473131,"Memorial Plate"
55.89032537.430862,"Танк т34-85"
55.89040237.596528,"Почта России"
55.89077237.719222,"Школа №5"
55.89083337.681666,"Жар птица"
55.89087337.621278,"Памятник солдатам отечества 20 - го века"
55.89090537.54087,"Ещё Слон"
55.89098937.55875,Улитка
55.89107937.564596,"Lilies "
55.89118437.622088,Телега
55.89124737.435193,"Детский городок"
55.89124937.525528,"Art on Wall"
55.89133737.430156,"Мемориал Афганской войны"
55.89149337.573152,"Вторжение Инопланетян"
55.89153137.711429,Трансформер
55.89170137.546073,Кольца
55.89215737.72884,"Станция Перловская"
55.8921737.653,Жар-птица
55.89224237.469576,Храм
55.89246937.457509,Однорог
55.89250837.472718,"Отделение почты России"
55.89250937.729072,"Иконная Лавка Донской Церкви"
55.89272237.445892,"Monument Near High School 4"
55.89273437.673269,"Стела Северо-Восточного Административного Округа"
55.89273637.576426,"Добрый Котик"
55.89285337.557983,Площадка
55.89285737.47904,"памятник участникам Великой От"
55.89296237.563324,"Bird's House"
55.89310137.664236,Берлога
55.89322437.671037,Бабочка
55.89337337.530636,Замок
55.89365337.648002,"Детская площадка в Медведковском лесу"
55.89365937.5333,"Coloured Construction"
55.89378937.545435,"Писающий Мальчик"
55.8938637.655905,Шишечки
55.89406437.662585,Ирбис
55.89409737.421389,Besedka
55.89410237.600286,"Помойка с горкой."
55.89418837.433814,"Горка с домиком"
55.89419337.539469,"DinnoZavR "
55.89419837.535783,"Аллея славы"
55.89439337.72119,Тотем
55.8944437.420972,"Монумент московского ополчения"
55.89450137.450765,"Khimki Railroad Station"
55.89453937.526639,Леопольд
55.89460137.584761,"Разноцветный Домик"
55.8947637.478015,"Институт Культурологии и Музееведения"
55.89479537.457168,"Statue of Leo Tolstoy"
55.89495737.528011,"Детские Аттракционы"
55.89499137.611104,"Library (Bibirevo)"
55.8951637.584018,"Звезда Победы"
55.89523337.481908,"Золотая Рыбка"
55.89539137.619096,Мельница
55.89550137.716551,КоТоПёС
55.89553737.584567,"70 Лет"
55.89575937.533975,"Заброшенная котельная"
55.89596737.635947,"Детская Башенка"
55.89610437.777267,Цветок-глобус
55.89613337.710057,"Black and White Cats"
55.89621237.598166,Горка
55.8963337.632675,"Графити Красочное"
55.89640937.678318,Богатырь
55.8965637.588199,Spring
55.89712737.582654,"Территория Развлечений"
55.89716137.554007,"Платформа Лианозово"
55.89732337.573974,"Crazy Man"
55.89757137.664843,"Snow Men"
55.89785137.586595,"Old Soviet Lights"
55.89794737.426104,"Памятник Лётчикам"
55.89796237.534445,Качельки
55.89801137.563534,"Заказник Лианозово"
55.89815537.613972,"Носатый Динозавр"
55.89818337.712739,Most
55.89818437.592264,"Bear and Honey"
55.89826337.577516,"Гнездо Аиста"
55.89834837.624024,"Беседка северная"
55.89837937.606838,"Храм Иконы Божьей Матери Живоносный Источник"
55.8984737.453276,"Табличка-памятка Башилову"
55.89847537.600162,"Комплексный Заказник Алтуфьевский Маленький Вход"
55.89855337.627978,Village
55.89862137.481793,Ежик
55.89876537.581581,Мельница
55.8987737.674057,Fontan
55.89884137.601217,"Брезгливая Белочка"
55.89901337.478629,Паутинка
55.89913637.515294,"Объект ПК N19"
55.89927637.607746,"Аллея Дружбы"
55.89929437.71073,"Graffiti Blagoveshchenskaya"
55.89952737.578486,"Graffiti 114"
55.89976937.564645,"Что-то И Шишка"
55.90006537.608621,"Детская Площадка На Белозерской"
55.90050137.571197,"Stump and Owl"
55.90050537.735814,"Спортплощадка "
55.90050737.699643,"Детская Горка"
55.90052437.720686,"Памятник Стрекалову"
55.90118237.571776,"Беседка - Арфа"
55.90161237.69202,"Храм Благовещения Пресвятой Богородицы в Тайнинском"
55.90193737.743627,"Tayninskaya Railway Station"
55.90196837.556542,"Monument for the Honour of Heroes USSR"
55.9021737.470569,Заградворота
55.90224437.55096,Листики
55.90228937.455981,Самолет
55.90239737.567569,"Stone Sculpture"
55.90272237.460162,"Православная Церковь"
55.90297437.731294,"Мультяшный кот"
55.90316937.591801,Cone
55.90328237.58105,"маленький замок"
55.90328837.581184,Гномик
55.90340537.706387,"Красная спорт площадка"
55.90367137.728307,"Замок из пластика "
55.90370937.569026,"Детская Площадка"
55.90421237.58543,"Игровая Площадка"
55.90423237.578474,"Петух! "
55.90441337.740339,"Граффити 7"
55.90441737.7116,"Вкусный Остров"
55.90444237.538425,"Платформа Марк"
55.90446437.729377,"Горка И Качели"
55.9045637.708912,"Счеты детские"
55.9046137.617582,"Череп Пирата"
55.90469937.702324,"Girl Graffiti"
55.90483237.581863,Кораблик
55.90490837.601359,"Рисунок на дереве"
55.90550537.580121,"NOVGORODSKAYA KRASOTA"
55.9055237.56769,"Карта Парка Лианозово"
55.90598437.723552,"Детская Площадка"
55.90607637.725471,Горка
55.90611937.549918,"Микки Маус"
55.90702537.729813,"Flower Stand"
55.90719537.552051,"Граффити Поликлиника На Псковской"
55.90721937.745319,"Памятник Супружеской Любви И Верности"
55.90730237.455767,Бабочка
55.90742137.626846,"Детская Площадка"
55.90769937.746955,Colonade
55.90781937.493994,"Надземный Переход"
55.90791437.742733,"Вечный Огонь"
55.9089337.712722,"Байкер Клуб"
55.90908937.671982,"Американский Орел"
55.90925137.727795,"Детская Лошадка"
55.90954337.735814,"Lenin Sculpture"
55.90996537.541352,"Фонтан в ТРЦ РИО"
55.91007337.774094,"Владимирская Церковь"
55.91022737.71756,Фонтан
55.91034237.735697,"Mytishi Watch tower"
55.91066837.749204,"Железная горка"
55.91067137.742037,"Червяк На Грибе"
55.91102737.71517,"Герою Советского Союза Распоповой Нине Максимовне"
55.91114737.73144,Карусель
55.91135637.707276,"Детская горка"
55.91201437.745191,"Вечная Слава Героям"
55.91241637.584753,Весна
55.91260937.547583,"Post Office 127495"
55.91265637.555578,"Домик со счетами"
55.91271137.754993,Стадион
55.91293237.586254,"Водовороты В ТРЦ Весна"
55.9131437.804385,"Музей Космонавтики ЦНИИмаш"
55.91354237.713539,"Спорт площадка"
55.91358737.728415,"Памятник Кедрину"
55.91401637.741768,"ГЛОНАСС Мытищи"
55.91413137.76084,"Станция Мытищи"
55.91417337.803521,"Надувной друг"
55.91478837.548473,"Horse in a School Yard"
55.91524337.760379,Mytyschi
55.91537237.495452,"Домик для гномов"
